long,lat
-7.94582,43.662354
-7.944241,43.752376
-7.827068,43.391081
-7.825328,43.481103
-7.823579,43.571124
-7.821823,43.661143
-6.825755,40.224332
-6.822869,40.314358
-6.708315,40.222065
-6.705274,40.312084
-7.731443,42.039297
-7.727844,42.219377
-7.726032,42.309414
-7.724212,42.39945
-7.61066,42.037898
-7.606719,42.217969
-7.602742,42.398034
-7.489887,42.036373
-7.48775,42.126404
-7.485604,42.216434
-7.483448,42.306462
-7.481281,42.396489
-7.369124,42.03472
-7.366816,42.124746
-7.364498,42.21477
-7.36217,42.304794
-7.35983,42.394815
-7.248371,42.03294
-7.245893,42.122961
-7.243403,42.21298
-7.240902,42.302997
-7.23839,42.393013
-7.73323,41.949255
-7.612617,41.947861
-7.494132,41.856305
-7.492014,41.94634
-7.373707,41.854663
-7.371421,41.944692
-7.253293,41.852894
-7.250837,41.942918
-7.127629,42.031033
-7.12232,42.211061
-7.119647,42.301072
-7.006899,42.029
-7.00408,42.119008
-7.001248,42.209014
-6.998403,42.299019
-6.995545,42.389023
-6.886182,42.026839
-6.883193,42.11684
-6.88019,42.20684
-6.877172,42.296838
-6.874142,42.386835
-6.765479,42.024552
-6.762319,42.114546
-6.759145,42.204538
-6.755956,42.294529
-6.752752,42.384519
-6.64479,42.022137
-6.64146,42.112124
-6.638115,42.202109
-6.634754,42.292092
-6.631378,42.382074
-7.009706,41.93899
-6.889158,41.936836
-6.768625,41.934556
-6.648106,41.932149
-7.711236,43.029661
-7.709348,43.119685
-7.707451,43.209707
-7.705545,43.299728
-7.588531,43.028213
-7.584386,43.20825
-7.463589,43.116648
-7.345567,42.934912
-7.223072,42.933076
-7.217871,43.113084
-7.215253,43.203086
-7.212623,43.293086
-7.722384,42.489485
-7.720547,42.579518
-7.716848,42.759579
-7.714986,42.849608
-7.60074,42.488064
-7.598729,42.578092
-7.596708,42.66812
-7.592638,42.848169
-7.479105,42.486514
-7.476919,42.576538
-7.35748,42.484835
-7.355119,42.574854
-7.352748,42.66487
-7.350365,42.754886
-7.235866,42.483027
-7.233331,42.57304
-7.230784,42.663051
-7.228225,42.753061
-7.225654,42.843069
-7.100589,42.931108
-7.097816,43.021107
-7.09503,43.111104
-7.092232,43.2011
-7.08942,43.291094
-6.972202,43.108993
-6.969223,43.198982
-6.966231,43.288969
-6.855662,42.92678
-6.846229,43.196732
-6.733219,42.92442
-6.729911,43.014398
-6.610792,42.921929
-6.607305,43.011899
-7.111554,42.571097
-7.108831,42.661102
-7.106097,42.751106
-7.103349,42.841108
-6.992674,42.479024
-6.989789,42.569025
-6.986892,42.659023
-6.983981,42.74902
-6.981056,42.839016
-6.871097,42.47683
-6.868038,42.566823
-6.864965,42.656815
-6.861878,42.746805
-6.858777,42.836794
-6.749534,42.474506
-6.746301,42.564492
-6.743053,42.654477
-6.73979,42.74446
-6.736512,42.834441
-6.627986,42.472054
-6.624578,42.562032
-6.617717,42.741984
-6.614262,42.831957
-7.703631,43.389748
-7.701708,43.479766
-7.699776,43.569783
-7.697834,43.659798
-7.580203,43.388282
-7.578097,43.478296
-7.575981,43.568308
-7.573855,43.658318
-7.456784,43.386683
-7.454495,43.476691
-7.452195,43.566698
-7.449885,43.656704
-7.333377,43.384951
-7.330904,43.474954
-7.328421,43.564955
-7.20998,43.383085
-7.207325,43.473083
-7.204658,43.563078
-7.086596,43.381087
-6.960204,43.46894
-6.83667,43.466668
-6.713139,43.464263
-6.58963,43.461725
-6.590889,40.219679
-6.587692,40.30969
-6.58448,40.3997
-6.581254,40.489708
-6.470124,40.307178
-6.466757,40.397179
-6.463374,40.48718
-6.349048,40.394539
-6.345509,40.484531
-6.227659,40.481762
-6.223946,40.571743
-6.11368,40.388899
-6.109827,40.478873
-6.105957,40.568845
-6.030374,40.296613
-6.02842,40.386633
-6.026456,40.476651
-6.024487,40.566668
-6.070326,41.378518
-6.220217,40.661723
-6.102069,40.658816
-6.524117,42.019596
-6.520616,42.109575
-6.5171,42.199552
-6.513567,42.289527
-6.399788,42.106899
-6.396101,42.196867
-6.392397,42.286834
-6.388675,42.376799
-6.282818,42.014134
-6.279006,42.104095
-6.271243,42.284014
-6.162195,42.011213
-6.051998,42.008323
-6.049954,42.098321
-6.531069,41.839634
-6.527602,41.929627
-6.410751,41.836994
-6.407112,41.926957
-6.286641,41.924171
-6.166187,41.921259
-6.05606,41.828324
-6.484716,43.009269
-6.362143,43.006508
-6.112834,43.090526
-6.502872,42.559443
-6.499274,42.649412
-6.247611,42.823726
-6.12543,42.820721
-6.037488,42.638278
-6.033257,42.818253
-6.466137,43.459054
-6.342662,43.456249
-6.338711,43.546192
-6.219205,43.453311
-6.215071,43.543245
-5.50024,39.497085
-5.503474,39.587101
-5.506723,39.677116
-5.380976,39.409501
-5.384046,39.499527
-5.38713,39.589551
-5.967719,40.11662
-5.754025,40.031827
-5.757655,40.121817
-5.640429,40.124551
-5.523186,40.127166
-5.405929,40.129663
-5.264918,39.411819
-5.267839,39.501853
-5.270773,39.591884
-5.288657,40.132041
-5.171372,40.134301
-5.054074,40.136442
-5.969661,40.206643
-5.97752,40.566719
-5.878667,40.208943
-5.882485,40.298921
-5.886321,40.388896
-5.890174,40.47887
-5.894044,40.568843
-5.761302,40.211805
-5.764965,40.301791
-5.768645,40.391776
-5.776054,40.571741
-5.643921,40.214548
-5.647429,40.304543
-5.650952,40.394536
-5.526524,40.217171
-5.529876,40.307175
-5.533244,40.397177
-5.536627,40.487177
-5.540025,40.577175
-5.409112,40.219676
-5.412309,40.309688
-5.97752,43.178244
-5.966785,42.728322
-5.968914,42.818309
-5.866269,42.64084
-5.87041,42.73078
-5.874571,42.820718
-5.752389,42.823723
-5.899938,43.360312
-5.291685,40.222062
-5.294727,40.312081
-5.297782,40.402098
-5.300851,40.492114
-5.174245,40.224329
-5.177131,40.314355
-5.18003,40.404379
-5.182943,40.494402
-5.185868,40.584424
-5.056792,40.226476
-5.059523,40.316509
-5.062265,40.406541
-5.06502,40.496571
-5.067788,40.586599
-4.939327,40.228505
-4.941902,40.318544
-4.944488,40.408582
-4.947086,40.498619
-4.949696,40.588653
-4.824269,40.32046
-4.82914,40.500546
-4.706625,40.322256
-4.708899,40.412306
-4.588971,40.323932
-4.591088,40.413987
-4.471308,40.325489
-4.473268,40.415549
-4.359071,40.597115
-4.240919,40.598445
-4.242588,40.688509
-4.244265,40.778572
-5.392695,43.011897
-5.150613,43.106747
-5.03377,43.288967
-5.135035,42.656812
-4.779523,43.023078
-4.654434,42.934909
-4.661714,43.204937
-5.406803,43.371761
-5.283476,43.374291
-5.160133,43.376688
-4.122759,40.599654
-4.124269,40.689722
-4.125786,40.779789
-4.007301,40.780884
-4.008665,40.870952
-3.88881,40.781857
-3.890013,40.871929
-3.891222,40.961999
-3.770313,40.782709
-3.771356,40.872784
-3.772403,40.962856
-3.773456,41.052928
-3.430265,43.126153
-3.307334,43.126549
-3.307786,43.216593
-3.061558,43.21699
-2.938623,43.036898
-2.816137,42.946719
-2.815868,43.036767
-2.815599,43.126813
-2.693563,42.946456
-2.692666,43.126549
-2.69176,43.306636
-2.569102,43.216196
-2.203296,42.944094
-2.814782,43.396944
-2.691304,43.396677
-9.058246,39.614066
-9.058322,39.704166
-8.941678,39.704166
-8.708391,39.703815
-8.59175,39.703463
-8.477145,39.432699
-8.358476,39.702409
-8.244782,39.431423
-8.243807,39.521518
-8.242827,39.611613
-8.241844,39.701706
-8.127481,39.520703
-8.126351,39.610795
-8.125216,39.700886
-8.00988,39.609861
-8.008594,39.699948
-8.941602,39.794266
-8.824347,39.974342
-8.591218,39.79356
-8.590683,39.883656
-8.47374,39.883184
-8.47305,39.973277
-8.472356,40.063368
-8.47166,40.153458
-8.357639,39.792502
-8.3568,39.882595
-8.355956,39.972686
-8.355108,40.062775
-8.354257,40.152863
-8.240856,39.791797
-8.239863,39.881887
-8.238866,39.971976
-8.237864,40.062063
-8.236858,40.152149
-8.124076,39.790974
-8.122931,39.881062
-8.121781,39.971148
-8.120625,40.061233
-8.119464,40.151316
-8.007302,39.790034
-8.006004,39.880119
-8.0047,39.970202
-8.003391,40.060283
-8.002075,40.150363
-7.890533,39.788976
-7.889083,39.879058
-7.887626,39.969137
-7.886162,40.059215
-7.884692,40.149292
-7.547816,39.424809
-7.433696,39.333229
-7.431681,39.423301
-7.317718,39.33161
-7.315555,39.421677
-7.435701,39.243156
-7.322016,39.151473
-7.319872,39.241543
-7.20175,39.329876
-7.206345,39.14975
-7.204053,39.239814
-7.093112,39.057853
-7.090683,39.147912
-7.773771,39.787801
-7.772168,39.877879
-7.770558,39.967955
-7.768941,40.058029
-7.767316,40.148102
-7.655261,39.876582
-7.653498,39.966654
-7.651726,40.056724
-7.649947,40.146793
-7.53452,40.055301
-7.532586,40.145365
-7.417322,40.053759
-7.415234,40.143818
-7.180558,40.140368
-7.063236,40.138464
-8.705694,40.334473
-8.705302,40.424561
-8.587425,40.4242
-8.586319,40.60437
-8.47096,40.243547
-8.469551,40.42372
-8.468842,40.513804
-8.468129,40.603887
-8.353402,40.24295
-8.352543,40.333035
-8.35168,40.423119
-8.350813,40.513201
-8.349942,40.603282
-8.235848,40.242233
-8.234833,40.332316
-8.233813,40.422398
-8.232788,40.512478
-8.231759,40.602556
-8.118298,40.241397
-8.117127,40.331478
-8.11595,40.421556
-8.114768,40.511634
-8.113581,40.60171
-8.000754,40.240442
-7.999426,40.330519
-7.998093,40.420595
-7.996754,40.510669
-7.995408,40.600742
-7.883216,40.239367
-7.881732,40.329441
-7.880242,40.419514
-7.878745,40.509585
-7.877241,40.599654
-8.70128,41.325366
-8.582941,41.144847
-8.581795,41.324994
-8.581218,41.415066
-8.580638,41.505136
-8.463786,41.144354
-8.463051,41.234426
-8.462312,41.324498
-8.46157,41.414568
-8.460825,41.504636
-8.585204,40.784535
-8.584642,40.874615
-8.584078,40.964694
-8.583511,41.054771
-8.467414,40.693968
-8.466695,40.784048
-8.465973,40.874127
-8.465247,40.964204
-8.464518,41.054279
-8.344634,41.143737
-8.343736,41.233808
-8.342833,41.323878
-8.341015,41.504012
-8.225487,41.142998
-8.224425,41.233066
-8.223358,41.323133
-8.222286,41.413199
-8.221209,41.503263
-8.106344,41.142135
-8.105118,41.232201
-8.103887,41.322265
-8.102651,41.412328
-8.101408,41.50239
-7.987206,41.141149
-7.985818,41.231212
-7.984422,41.321273
-7.983021,41.411333
-7.981613,41.501391
-7.868075,41.14004
-7.866523,41.230099
-7.864964,41.320157
-7.863398,41.410213
-7.861824,41.500268
-8.349068,40.693361
-8.348189,40.78344
-8.347306,40.873516
-8.34642,40.963591
-8.345529,41.053665
-8.230726,40.692634
-8.229687,40.782709
-8.228644,40.872784
-8.227597,40.962856
-8.226544,41.052928
-8.112389,40.691784
-8.11119,40.781857
-8.109987,40.871929
-8.108778,40.961999
-8.107564,41.052068
-7.994057,40.690814
-7.992699,40.780884
-7.991335,40.870952
-7.989965,40.961019
-7.988589,41.051085
-7.875731,40.689722
-7.874214,40.779789
-7.872689,40.869854
-7.871158,40.959917
-7.86962,41.049979
-8.697929,42.045908
-8.577103,42.045526
-8.45628,42.045017
-8.819771,41.6859
-8.819519,41.775967
-8.819266,41.866034
-8.819012,41.956099
-8.700038,41.59558
-8.69962,41.685648
-8.6992,41.775715
-8.698778,41.865781
-8.698354,41.955845
-8.580055,41.595204
-8.57947,41.685272
-8.578882,41.775337
-8.578292,41.865402
-8.577699,41.955465
-8.460076,41.594703
-8.459323,41.684769
-8.458568,41.774833
-8.457808,41.864896
-8.457046,41.954957
-8.33546,42.044381
-8.334519,42.134438
-8.214645,42.043618
-8.213533,42.133672
-8.093835,42.042728
-8.340099,41.594077
-8.33918,41.684141
-8.338256,41.774203
-8.337329,41.864264
-8.336396,41.954323
-8.219041,41.683387
-8.217949,41.773447
-8.216853,41.863506
-8.215751,41.953563
-8.10016,41.59245
-8.098907,41.682508
-8.097647,41.772565
-8.096382,41.862621
-8.095111,41.952675
-7.980199,41.591448
-7.978778,41.681504
-7.977351,41.771558
-7.975917,41.86161
-7.860244,41.590321
-7.858656,41.680373
-7.857061,41.770424
-7.855459,41.860473
-7.853849,41.95052
-7.765684,40.238174
-7.764044,40.328244
-7.762398,40.418312
-7.760743,40.508379
-7.759081,40.598445
-7.64816,40.23686
-7.646364,40.326926
-7.644561,40.416991
-7.642749,40.507053
-7.640929,40.597115
-7.530643,40.235428
-7.528692,40.325489
-7.526732,40.415549
-7.524763,40.505607
-7.522785,40.595664
-7.411029,40.323932
-7.408912,40.413987
-7.406785,40.504041
-7.404649,40.594093
-7.295638,40.232205
-7.293375,40.322256
-7.288818,40.502354
-7.286524,40.5924
-7.17815,40.230415
-7.175731,40.32046
-7.173301,40.410504
-7.17086,40.500546
-7.060673,40.228505
-7.058098,40.318544
-7.055512,40.408582
-6.943208,40.226476
-6.940477,40.316509
-6.825755,40.224329
-6.822869,40.314355
-7.748951,41.138808
-7.747236,41.228863
-7.745513,41.318917
-7.743782,41.408969
-7.742043,41.49902
-7.629835,41.137452
-7.627956,41.227503
-7.626069,41.317553
-7.624174,41.407601
-7.622269,41.497648
-7.504574,41.406108
-7.502504,41.49615
-7.389424,41.224414
-7.384984,41.404492
-7.382749,41.494528
-7.267793,41.312718
-7.263004,41.492782
-7.757412,40.688509
-7.755735,40.778572
-7.754051,40.868633
-7.752358,40.958693
-7.750659,41.048751
-7.639101,40.687175
-7.637264,40.777233
-7.635419,40.86729
-7.633566,40.957346
-7.631705,41.0474
-7.520798,40.685719
-7.518802,40.775773
-7.516797,40.865826
-7.514783,40.955877
-7.512759,41.045926
-7.402504,40.684143
-7.400348,40.774192
-7.398183,40.864239
-7.396008,40.954285
-7.393823,41.044329
-7.281904,40.772489
-7.279579,40.862531
-7.277243,40.952571
-7.148389,41.310858
-7.026277,41.398896
-6.906732,41.396782
-6.903836,41.486795
-6.79328,41.214529
-6.784139,41.48455
-7.045049,40.768718
-7.740296,41.58907
-7.738541,41.679118
-7.736779,41.769164
-7.735008,41.859209
-7.733229,41.949252
-7.620356,41.587693
-7.618435,41.677736
-7.616504,41.767778
-7.614565,41.857819
-7.500425,41.586191
-7.498337,41.67623
-7.494131,41.856303
-7.380504,41.584564
-7.378248,41.674597
-7.375982,41.76463
-7.373706,41.85466
-7.260592,41.582812
-7.25817,41.67284
-7.255737,41.762867
-7.253292,41.852892
-7.127628,42.031031
-6.765479,42.024549
-7.140692,41.580935
-7.135502,41.760978
-7.13289,41.850997
-7.130265,41.941014
-7.020803,41.578933
-7.018048,41.668949
-7.015279,41.758963
-7.012499,41.848976
-7.009705,41.938987
-6.900927,41.576806
-6.898005,41.666815
-6.895069,41.756823
-6.89212,41.846829
-6.889158,41.936833
-6.781064,41.574554
-6.777976,41.664556
-6.774873,41.754557
-6.771756,41.844556
-6.768624,41.934553
-6.651405,41.842157
-6.648105,41.932146
-6.53796,41.659663
-6.53107,41.839632
-6.527601,41.929613
